Date,TCS.NS,INFY.NS,HCLTECH.NS,TATASTEEL.NS,HINDALCO.NS,JINDALSTEL.NS,HDFCBANK.NS,ICICIBANK.NS,KOTAKBANK.NS,HINDUNILVR.NS,ITC.NS,NESTLEIND.NS
2021-03-31,0.09346146078476092,0.08760647367445305,0.0774130508305434,0.1268233334699352,-0.040179363952302614,0.022664746880998163,-0.02691646918344957,-0.026530439151951836,-0.01548134602131689,0.13142404475532882,0.06940166584724192,0.06396532654567984
2021-04-30,-0.04577953315693135,-0.010064762887316848,-0.07155421605019187,0.24187460197504984,0.10875083983273721,0.2506998656976518,-0.05600319957045822,0.03112041060343389,-0.002398714368712797,-0.03249830407503551,-0.07555247441724734,-0.04572634056956496
2021-05-31,0.04475729195707598,0.03940937997918353,0.05016906194248116,0.08492574524486914,0.07873299981676786,-0.08087344396049338,0.0707566081035032,0.09863515766532312,0.03312538364475062,-0.005837521630567992,0.06681874301769995,0.08158073989109305
2021-06-30,0.057387957490758985,0.12593300138527816,0.03972115136053341,0.057864673846525425,-0.057956896221709034,-0.02423542325091537,-0.0075934507370158544,-0.049250387848545026,-0.05799169314827334,0.061781512983354776,-0.037822038848343585,-0.0035410747814989952
2021-07-31,-0.05258409972789419,0.018613788038525866,0.047297793520798534,0.2065833213747325,0.17859644672009198,0.0827775431278389,-0.0488753951009833,0.08153877074946458,-0.030383418802757516,-0.057460726607694135,0.011039132221086927,0.003942225652361997
2021-08-31,0.17850203980997065,0.057870389681097374,0.14281787462803347,0.01105906229253013,0.058378518175446405,-0.13573414894676095,0.10312175117839414,0.05216847546710696,0.05854405584257762,0.15485453148759915,0.03051285645689714,0.09504498670720546
2021-09-30,-0.002882934002851128,-0.018482638984990796,0.07904690477070699,-0.11794683792936915,0.04110394587372968,0.03210928526599795,0.008531853182924341,-0.02563710522984344,0.13416563850890112,-0.00822004938703849,0.11118831981029366,-0.0011410088882659178
2021-10-31,-0.10351557039850094,0.004366188116230259,-0.10405206637291188,0.020769740824476045,-0.059421366177040816,0.06958353887227368,-0.007615333831916805,0.1348771261310342,0.012708682451080356,-0.11518104248799532,-0.05639900384507794,-0.017270473532112973
2021-11-30,0.03794359322198527,0.02656647954133884,-0.004469195417839921,-0.20577930835007052,-0.10794952976878762,-0.19447269430014305,-0.05807126257581582,-0.11579795281940805,-0.03468873633727983,-0.03209968473800399,-0.009227037887733996,0.00798898868681387
2021-12-31,0.05758732874595565,0.09734381485005633,0.1471062820940686,0.03688577758382415,0.14162989296083986,0.0935753818210799,-0.00951917124205189,0.035479896745237834,-0.08829569239033178,0.01821437400436263,-0.014116853450246603,0.028471961042130404
2022-01-31,0.001193731444634011,-0.08368686252244219,-0.17381123964121306,-0.023578645310987446,0.027992836069441078,0.022929244506260476,0.00424936168566467,0.06365987707598197,0.03347920550570422,-0.03729479133046779,0.009811857483242408,-0.06197292957759054
2022-02-28,-0.04995256798926639,-0.01193590295857195,0.02475036789472751,0.11737867075698427,0.15972897149177792,0.09589893890368485,-0.04083736525176379,-0.06022052028436876,-0.007837974037504351,-0.04573591000055276,0.0037823719457103794,-0.04881417078483748
2022-03-31,0.05094235087426741,0.1056898229378155,0.032132793475402044,0.06842209851988297,-0.0074350266880880865,0.22871608631798285,0.03045180544490549,-0.016836809540639347,-0.04944554468952106,-0.058513411268177336,0.14947372364132494,-0.014769116431435305
2022-04-30,-0.053054788769690504,-0.19593884656156976,-0.058815458448609595,-0.028044127825467193,-0.16546694125137876,0.013421825718328648,-0.06008904672207738,0.017644373655074153,0.020821211807910512,0.08699309097955227,0.034891920083175876,0.05813240000428726
2022-05-31,-0.04606927361138665,-0.031116900989097827,-0.036324676236030445,-0.18568659892983522,-0.1329840351023362,-0.35716446580155026,0.014696606857262451,0.012766085007343202,0.03084685856868144,0.05162344018505687,0.06596647009276999,-0.035471124314115934
2022-06-30,-0.02933191357237609,-0.028125116011593596,-0.06705601543594406,-0.14426109212515822,-0.2213407416596315,-0.13767996298135302,-0.029925924637186213,-0.06255238398606285,-0.10600139652843223,-0.04473679096108945,0.010475151048575052,-0.012599091842364754
2022-07-31,0.013231240952209091,0.0583242460407868,-0.01469501697092446,0.21590898534708422,0.20343203670272178,0.16689048645581278,0.0619850421521656,0.1462820608213305,0.0860401500650014,0.16752307182630038,0.10259614031898358,0.10267750020165423
2022-08-31,-0.027868784670761648,-0.03730737026963061,-0.010014230867487716,0.006484516936612208,0.06523074266775378,0.10783797099381515,0.035548107680380636,0.08657060721333262,0.057034152628924036,0.008476203571795115,0.0559846110172018,0.02885525133381817
2022-09-30,-0.06650137519349632,-0.05472031053807096,-0.007053979388549037,-0.0867595421166768,-0.11694345456217847,-0.0063775309659491,-0.04454815386055263,-0.02892781867420044,-0.05155574224113226,0.013666387682814685,0.035854737481903355,-0.03998669064860738
2022-10-31,0.06346479314512435,0.09509100510554301,0.1203311191842745,0.022405746581999557,0.03793475181777179,0.07037627308546547,0.05165554893176576,0.05275975859515246,0.044482943000599864,-0.05556837910617014,0.04847502667078434,0.0676418865398205
2022-11-30,0.06005802050666648,0.061356910186486514,0.0737170747525421,0.05833390456151473,0.1053112710173972,0.15276723519925825,0.07200831434168495,0.047494942844312965,0.023435640489635354,0.0577580134776216,-0.025266509877433188,-0.008856212363973945
2022-12-31,-0.040351440119652277,-0.08069538504859369,-0.07549537953009308,0.04540038887844897,0.04903308474228481,0.08039427841992376,0.012173417631420621,-0.06733396421641814,-0.06350321614222404,-0.047021254781267854,-0.02516702206948519,-0.02904726566550456
2023-01-31,0.05331548651482103,0.016798925614080105,0.08575140613203083,0.060702949802774804,-0.010512418506553434,0.0050682821182080695,-0.015255652765008437,-0.06846376637884515,-0.054112826974533464,0.006111384560479895,0.0608463779465885,-0.030462777181201207
2023-02-28,-0.013745028785704473,-0.030585370291862972,-0.040554620233715845,-0.14107857119239475,-0.15986006099071703,-0.06066750523410425,-0.0024352639217415533,0.027213732168453963,-0.0010115198579902622,-0.04610325389186303,0.08307945409796492,-0.018454878802233166
2023-03-31,-0.032816125177062574,-0.04089060295477748,0.007073988024837618,0.005277071259233696,0.015288393276850193,-0.00547740972686119,0.006201169474308161,0.02586599543991127,0.002079696667109049,0.0397183827091931,0.017890418560370457,0.05392906743766838
2023-04-30,0.004155631469366434,-0.13089856018807025,-0.002735514922181522,0.03248101177323487,0.07312053844447997,0.06494451194188286,0.047352729192302094,0.04502402934437662,0.11191473747184352,-0.04108080960873192,0.10404289652068373,0.10428552786953457
2023-05-31,0.02158712163085014,0.051001763764449745,0.07336256714853358,-0.020117566208752033,-0.07176474532541896,-0.11940355261281438,-0.03514273648583084,0.0337507654680605,0.038614288090123405,0.08209733684952013,0.06802775598991494,-0.004066099207895818
2023-06-30,0.011278103103655929,0.026313984370387802,0.03673714637119563,0.08906527202821037,0.036407398404942455,0.11631063753760496,0.054689455596179416,-0.015448223954077522,-0.08697750277871816,0.012099957675703535,0.013599656293352826,0.05481615045701584
2023-07-31,0.03805736561585925,0.015012209827880629,-0.053260450895329915,0.09490425757343517,0.09434855514200767,0.14057338949848325,-0.02994924166827106,0.06593523222257736,0.005400888304157031,-0.044806460282098996,0.03074478083272834,-0.015006431735112164
2023-08-31,-0.019076245043971096,0.057160582794541615,0.04846205857435501,-0.0020321188349692126,0.0005459555042672352,0.02638304561244021,-0.049503519701563456,-0.03222584610806235,-0.05329350284594098,-0.02201104996123359,-0.05744891065430608,-0.025457567566321206
2023-09-30,0.04991308117770001,0.0,0.052069090625360866,0.04766583299176792,0.06889861827111937,0.024318283891815576,-0.029152195490179875,-0.007170335192667738,-0.013192510518347394,-0.01587356486609304,0.010632290536464474,0.02339776200474621
